Name,Ingredients,Making,Link,Type
Buldge,"[""2 oz. Captain Morgan's Silver Spiced Rum"", '6 oz. Pepsi Cola', '1/4 tsp. Vanilla Extract']",Mix in a cocktail glass and chug it down.,https://www.barnonedrinks.com/drinks/b/buldge-10773.html,Shooters
Bull Blaster,"['1 oz. Ketel One Vodka', '1 can(s) Red Bull Energy Drink']",Place the shot glass of Ketel One Vodka at the bottom of a highball glass. Fill the glass with Red Bull Energy Drink. Chug all at once.,https://www.barnonedrinks.com/drinks/b/bull-blaster-11237.html,Shooters
Bull Piss,"['2 oz. Orange Vodka', '3/4 can(s) Red Bull Energy Drink', '2 oz. Jagermeister']",Mix the Orange Vodka and Red Bull Energy Drink in a large glass. Fill a shot glass with Jagermeister and drop it into the Orange Vodka and Red Bull Energy Drink mixture and shoot.,https://www.barnonedrinks.com/drinks/b/bull-piss-10935.html,Shooters
Bull Shoot,"['1/3 oz. Kahlua', '1/3 oz. White Rum', '1/3 oz. Tequila']",Layer in a shot glass.,https://www.barnonedrinks.com/drinks/b/bull-shoot-975.html,Shooters
Bull's Sweat,"['3/4 oz. Everclear', '1/4 oz. Tabasco Sauce']","Layer Tabasco on top of Everclear in a shot glass, slam and hit the floor.",https://www.barnonedrinks.com/drinks/b/bulls-sweat-5933.html,Shooters
Bulldozer,"['1 oz. Jagermeister', 'Red Bull Energy Drink']",Add a shot glass of Jagermeister to a Lowball glass half filled with Red Bull Energy Drink.,https://www.barnonedrinks.com/drinks/b/bulldozer-12052.html,Shooters
Bullet To The Back Of The Head,"['1 oz. Everclear', '2 splash(es) Grenadine', '1 Cherry']",Mix in a shot glass. Bite into cherry at end of shot.,https://www.barnonedrinks.com/drinks/b/bullet-to-the-back-of-the-head-12267.html,Shooters
Bulls Sweat,"['3/4 oz. Bacardi 151 Proof Rum', '1 splash(es) Tabasco Sauce', '1 tsp. Worcestershire Sauce']","Mix all the ingredients in a shot glass, shoot it and keep something cold handy.",https://www.barnonedrinks.com/drinks/b/bulls-sweat-982.html,Shooters
Bumblebee,"['1 oz. Stroh Rum', '1 oz. Cape Velvet Cream Liqueur', '1 oz. Kahlua', '1 oz. Cream']",Start with the Stroh Rum and layer in a shot glass.,https://www.barnonedrinks.com/drinks/b/bumblebee-8049.html,Shooters
Bumpers,"[""1 1/2 oz. Jack Daniel's Whiskey"", '1 1/2 oz. Southern Comfort', '1 1/2 oz. Amaretto', '6 oz. Pineapple Juice']",Shake with ice and strain into shot glasses. Makes 6 shots.,https://www.barnonedrinks.com/drinks/b/bumpers-7251.html,Shooters
Bundy Zapper,"['1/3 oz. Kahlua', '1/3 oz. Irish Cream', '1/3 oz. Stolichnaya ( Stoli ) Vodka']",Layer in order (Kahlua at the bottom of the glass) in a shot glass.,https://www.barnonedrinks.com/drinks/b/bundy-zapper-6461.html,Shooters
Bung Slinger,"[""1/3 oz. Jack Daniel's Whiskey"", '1/3 oz. Orange Juice', '1/3 oz. 7-Up']",Combine in a shot glass.,https://www.barnonedrinks.com/drinks/b/bung-slinger-6758.html,Shooters
Bunker Buster Bomb,"['1/2 oz. Kahlua', '1/2 oz. Dekuyper Hot Damn 100 Proof Cinnamon Schnapps', '1 splash(es) 151 Proof Rum']",Pour one half Kahlua and one half Hot Damn in a shot glass. Top with a splash of 151 and ingnite. ALWAYS USE CAUTION WITH FIRE.,https://www.barnonedrinks.com/drinks/b/bunker-buster-bomb-12095.html,Shooters
Burgarello Alter Boy,"['1 oz. Amaretto', '1/2 oz. Galliano', '1/2 oz. Scotch']",Mix in a shot glass and top off with whipped cream. Drink without using your hands.,https://www.barnonedrinks.com/drinks/b/burgarello-alter-boy-10732.html,Shooters
Burning Bush,"['3 oz. Tequila', 'Tabasco Sauce']",Pour the tequila into a rocks glass and add Tabasco until the drink turns pinkish in colour.,https://www.barnonedrinks.com/drinks/b/burning-bush-6233.html,Shooters
Burning Cherry,"['1/3 oz. George Dickel Tennessee Sour Mash', ""1/3 oz. Jack Daniel's Whiskey"", '1/3 oz. Jim Beam Bourbon Whiskey', 'dash(es) Grenadine']","Combine the George Dickel, Jack Daniels, and Jim Beam into a 2 oz. shot glass. Splash in the grenadine. Give a quick stir-spin with a straw or stir rod. Slam fast and hard. Exhale.",https://www.barnonedrinks.com/drinks/b/burning-cherry-994.html,Shooters
Burning Cross,"['1/2 oz. Dekuyper Hot Damn 100 Proof Cinnamon Schnapps', '1/2 oz. Everclear']",Add Hot Damn and Everclear to a shot glass. Ignite and quickly insert a straw and drink the shot through it. DON'T suck too hard on the straw as it is possible to suck up the flame once the alcohol is gone. BE VERY CAREFUL WITH FIRE.,https://www.barnonedrinks.com/drinks/b/burning-cross-11877.html,Shooters
Burnt Liver,"['1 1/2 oz. Bacardi 151 Proof Rum', '1 splash(es) Tabasco Sauce']",Pour the Bacardi in a shot glass and add the Tabasco.,https://www.barnonedrinks.com/drinks/b/burnt-liver-997.html,Shooters
Bushmaster,"['2 oz. Orange Juice', '2 oz. Pina Colada', '2 oz. Pisang Ambon', '1 oz. Malibu Rum']",Shake all ingredients with ice and pour into two shot glasses.,https://www.barnonedrinks.com/drinks/b/bushmaster-9870.html,Shooters
Busted Up Cart,"['1/3 oz. Melon Liqueur', '1/3 oz. Amaretto', '1/3 oz. Lime Juice']",Pour into a shot glass.,https://www.barnonedrinks.com/drinks/b/busted-up-cart-1006.html,Shooters
Butter Baby,"['1 oz. Crown Royal', '3/4 oz. Butter Nips Liqueur', '1/2 oz. Cream']","Shake all ingredients over ice, strain and pour into a shot glass.",https://www.barnonedrinks.com/drinks/b/butter-baby-10411.html,Shooters
Butter F**ker,"['1 oz. Vodka', '1 oz. Butter Shots']","Mix in shot glass, DON'T SNIFF, over the lips, past the gums, LOOK OUT TUMMY HERE IT COMES!",https://www.barnonedrinks.com/drinks/b/butter-fker-7198.html,Shooters
Butterfly,"['1/2 oz. Butterscotch Schnapps', '1/2 oz. Baileys Irish Cream']","Layer the Butterscotch Schnapps, then the Bailey's Irish Cream in a shot glass.",https://www.barnonedrinks.com/drinks/b/butterfly-7951.html,Shooters
Butterscotch Sundae,"['3/4 oz. Butterscotch Schnapps', '1/4 oz. Vanilla Vodka', '1 splash(es) Half and Half Cream', 'Whipped Cream']","Mix Butterscotch Snapps, Vanilla Vodka and half and half cream in a shot glass. Top with whipped cream and one half maraschino cherry.",https://www.barnonedrinks.com/drinks/b/butterscotch-sundae-7942.html,Shooters
Buttery Jager Ripple,"['1/3 part(s) Jagermeister', '1/3 part(s) Irish Cream', '1/3 part(s) Butterscotch Schnapps']",Layer in a shot glass.,https://www.barnonedrinks.com/drinks/b/buttery-jager-ripple-13723.html,Shooters
Buttery Nipple,"['1 1/2 oz. Irish Cream', '1 1/2 oz. Butterscotch Schnapps', '1 Cherry stemless']",Place the cherry at the bottom of a rocks glass. Mix and chill alcohol. Strain and pour over the cherry.,https://www.barnonedrinks.com/drinks/b/buttery-nipple-7798.html,Shooters
Buttery Nipple # 3,"['1 oz. Baileys Irish Cream', '1 oz. Butterscotch Schnapps', '1 oz. Absolut Vodka', 'Half and Half Cream as desired']",This can be a drink or shooter. Adjust amounts accordingly. Shake ingredients and serve over ice.,https://www.barnonedrinks.com/drinks/b/buttery-nipple--3-9487.html,Shooters
Buttery Nipple #1,"['1 oz. Butterscotch Schnapps', '1 oz. Baileys Irish Cream']","Pour schnapps into glass then slowly pour Bailey's Irish Cream against side of glass.
A Buttery Nipple is a very popular, very tasty shooter. If you aren’t familiar with what a shooter is, it is a small drink, usually between one and four ounces in size, that is meant to be consumed in one gulp. It can contain either one type of alcohol, or a combination of several that are presented either stirred, shaken, layered, or blended. The Buttery Nipple shooter is of the layered variety.
The name of a shooter can vary, and some are given fun, naughty names that are meant to shock the drinker. Case in point—the Buttery Nipple, which is also sometimes referred to as the even more vulgar Cocksucking Cowboy, or CS Cowboy.
The Buttery Nipple shooter has been quite popular for the last few years. In fact, as of 2004, it was among the most popular selections in clubs and pubs in Australia. So popular, in fact, that pre-made, sealed shot glasses, as well as kits filled with bottles of the drink’s ingredients, were made available under the CS Cowboy name.
As it was mentioned above, a Buttery Nipple is a layered shooter. In order to make the drink, you’ll need a shot glass, Butterscotch Schnapps, and your favorite type of Irish Cream.",https://www.barnonedrinks.com/drinks/b/buttery-nipple-1-1018.html,Shooters
Buttery Nipple #2,"['1 oz. Butter Shots', '1 oz. Irish Cream']",Shake well then pour over ice in a lowball glass.,https://www.barnonedrinks.com/drinks/b/buttery-nipple-2-1019.html,Shooters
Buttery Nipple 43,"['1/3 oz. Bols Butterscotch Schnapps', '1/3 oz. Cuarenta Y Tres', '1/3 oz. Baileys Irish Cream']",Layer in the given order and shoot.,https://www.barnonedrinks.com/drinks/b/buttery-nipple-43-13867.html,Shooters
Buttery Nipples,"['1/2 oz. Butterscotch Schnapps', '1/2 oz. Vodka']",Fill bottom half of a shot glass with Butterschotch schnapps. Fill remaining half with vodka. Then shoot! A few of these and you'll be feeling right.,https://www.barnonedrinks.com/drinks/b/buttery-nipples-7746.html,Shooters
Buttery Witch,"['3/4 oz. Butterscotch Schnapps', '3/4 oz. Southern Comfort']",Shake with ice and strain into a shot glass.,https://www.barnonedrinks.com/drinks/b/buttery-witch-5785.html,Shooters
Buzzard's Breath,"['1/2 oz. Amaretto', '1/2 oz. Peppermint Schnapps', '1/2 oz. Coffee Liqueur']",Stir and strain into a shot glass.,https://www.barnonedrinks.com/drinks/b/buzzards-breath-1022.html,Shooters
BVK,"['1 oz. Kahlua', '1 oz. Vodka', '1 oz. Baileys Irish Cream']",Poor equal parts in a shot glass with the Kahula on the bottom. Smooth - rich - and you'll want more. Or enjoy over ice.,https://www.barnonedrinks.com/drinks/b/bvk-9951.html,Shooters
Byrd Drop,"[""1/2 oz. Jack Daniel's Whiskey"", '1 splash(es) Coca Cola']",Mix in a shot glass.,https://www.barnonedrinks.com/drinks/b/byrd-drop-5920.html,Shooters
C-4,"['1/2 oz. Chocolate Liqueur', '1/2 oz. Curacao', '1/2 oz. Cuervo Gold Tequila', '1/2 oz. Cointreau']","Pour the chocolate liqueur in shot glass, mix the other ingredients and pour them on top.",https://www.barnonedrinks.com/drinks/c/c-4-5755.html,Shooters
C.o.y.t. (Come On Your Tits),"['1 oz. Creme de Cacao', '1 oz. Vodka', '1/2 oz. Baileys Irish Cream']","Shake in a shaker half-filled with ice until it is frosted, then strain into 5 shot glasses. This is a party and house pleaser.",https://www.barnonedrinks.com/drinks/c/coyt-come-on-your-tits-7663.html,Shooters
C.s.cowboy,"['1/2 oz. Butterscotch Schnapps', '1/2 oz. Baileys Irish Cream']",Pour the schnapps into a shot glass and add the Bailey's using the back of a spoon (be careful not to mix).,https://www.barnonedrinks.com/drinks/c/cscowboy-7019.html,Shooters
Caipiroska,"['1 oz. Vodka', '1 oz. Lime Juice', 'Sugar']",Shake with ice and strain into a shot glass.,https://www.barnonedrinks.com/drinks/c/caipiroska-1064.html,Shooters
Cajun Buzzard,"['1/2 oz. Southern Comfort', '1/2 oz. Margarita Mix']",Fill a shot glass a little over half with Southern Comfort. Top with mix. It tastes like sweettarts candy.,https://www.barnonedrinks.com/drinks/c/cajun-buzzard-7514.html,Shooters
California Lemondrop,"['1 oz. Vodka', 'Sugar']","Chill a shot of your favorite vodka and strain into a shot glass. Coat a lemon wedge in sugar. Shoot the vodka and suck the lemon. Unless you like vodka, this tastes like hell at first. But once you taste that lemon it goes down like candy.",https://www.barnonedrinks.com/drinks/c/california-lemondrop-1073.html,Shooters
Calvin's Trip,"['1 oz. Triple Sec', '1 oz. Calvados', '2 oz. Cointreau']",Ignite and add cinnamon after extinguishing.,https://www.barnonedrinks.com/drinks/c/calvins-trip-1078.html,Shooters
Cam2 Racing Fuel Hell,"[""2/3 oz. Jack Daniel's Whiskey"", '2/3 oz. Everclear', 'Coca Cola']",Mix the spirits and pour into a shot glass. Chase with Coca-Cola.,https://www.barnonedrinks.com/drinks/c/cam2-racing-fuel-hell-5831.html,Shooters
Camel Driver,"['1 oz. Sambuca', '1 oz. Baileys Irish Cream']","Pour the Sambuca into a shot glass, then layer the Bailey's Irish Cream over a spoon into the same glass.",https://www.barnonedrinks.com/drinks/c/camel-driver-1081.html,Shooters
Camels Snot,"['1 oz. Red Wine', '1 oz. Baileys Irish Cream']",Pour each into a separate shot glass. Shoot the Bailey's Irish Cream and hold it in your mouth. Then shoot the red wine and swish them together like you would mouthwash. Then chew and swallow. This is guaranteed to make any lady sick. See also the 'Cement Mixer',https://www.barnonedrinks.com/drinks/c/camels-snot-1083.html,Shooters
Canadian Crippler,"['1/2 oz. Tequila', '1/2 oz. Triple Sec', ""1/2 oz. Jack Daniel's Whiskey"", 'Beer (Your favourite)']",Mix the 3 first ingredients in a shot glass and chase with your favourite beer.,https://www.barnonedrinks.com/drinks/c/canadian-crippler-5836.html,Shooters
Canadian Fog,"['2 oz. Canadian Mist warmed', '2 oz. Mountain Dew ice cold']","After warming Canadian Mist for 30 seconds in a microwave, immediately pour in Mountain Dew. The mixture of hot and cold will create your fog. Knock it back all at once.",https://www.barnonedrinks.com/drinks/c/canadian-fog-10790.html,Shooters
Canadian Ice,"['1/2 oz. Peppermint Schnapps', '1/2 oz. Yukon Jack']",Mix in a shot glass.,https://www.barnonedrinks.com/drinks/c/canadian-ice-1095.html,Shooters
Canadian Shooter,"[""1/4 oz. Jack Daniel's Whiskey"", '1/4 oz. Yukon Jack', '1/4 oz. Jim Beam Bourbon Whiskey', '1/4 oz. Wild Turkey 80 Proof Bourbon', '1/4 oz. Creme de Menthe']",Pour all four whiskeys into a shot glass then add the crème de menthe.,https://www.barnonedrinks.com/drinks/c/canadian-shooter-6898.html,Shooters
Canadian Sunrise,"['2/3 oz. Kahlua', '1/3 oz. Rye Whiskey']",Layer in a shot glass.,https://www.barnonedrinks.com/drinks/c/canadian-sunrise-7399.html,Shooters
Candy Apple,"['1 oz. Cabana Boy Cherry Rum', '3/4 oz. Apple Pucker', '3 drop(s) Grenadine']","Shake over ice, strain and pour into a shot glass.",https://www.barnonedrinks.com/drinks/c/candy-apple-9060.html,Shooters
Candy Apples,"['1/2 oz. Butterscotch Schnapps', '1/3 oz. DeKuyper Sour Apple', '1/6 oz. Stolichnaya ( Stoli ) Strawberry Vodka']",Pour in order (butterscotch schnapps first) in a shot glass. Savour the taste of these sweet and simple shots.,https://www.barnonedrinks.com/drinks/c/candy-apples-7575.html,Shooters
Candy Cane #1,"['1/3 oz. Grenadine', '1/3 oz. Creme de Menthe', '1/3 oz. Peppermint Schnapps']",Layer in a shot glass.,https://www.barnonedrinks.com/drinks/c/candy-cane-1-1100.html,Shooters
Candy Cane Shooter,"['1/2 oz. Creme de Menthe', '1/2 oz. Grenadine', 'Tequila']",Mix in a shooter glass then float tequilla on top.,https://www.barnonedrinks.com/drinks/c/candy-cane-shooter-10414.html,Shooters
Candyshots,"['1 1/2 oz. Candyshot Syrup (Your favourite flavour)', '5 oz. Vodka']",Mix ingredients well and chill. Serve ICE cold as a shooter.,https://www.barnonedrinks.com/drinks/c/candyshots-1106.html,Shooters
Canitas,"['2 oz. 10 Cane Rum', '1 oz. Espresso', 'Sugar Optional']","In a small shot or juice glass add 10 Cane and espresso. Add sugar, if using. Garnish with fresh whipped cream, if desired.",https://www.barnonedrinks.com/drinks/c/canitas-13426.html,Shooters
Cannonball #1,"['1 1/2 oz. Bacardi Limon', '1 splash(es) Cranberry Juice', '1 splash(es) Sprite']",Shake with ice and strain into a shot glass.,https://www.barnonedrinks.com/drinks/c/cannonball-1-1108.html,Shooters
Cannonball #2,"['1/2 oz. Midori', '1/2 oz. Kahlua', '1/2 oz. Baileys Irish Cream']",Layer in order in a shot glass (Midori at the bottom) and shoot.,https://www.barnonedrinks.com/drinks/c/cannonball-2-6100.html,Shooters
Capitan Coke,"[""1 1/2 oz. Captain Morgan's Rum"", '1/2 oz. Coca Cola']",Mix in a shot glass.,https://www.barnonedrinks.com/drinks/c/capitan-coke-7816.html,Shooters
Cappuccino Shooter,"['1 oz. Kahlua', '1 oz. Coconut Rum']",Layer in a shot glass starting with Kahlua.,https://www.barnonedrinks.com/drinks/c/cappuccino-shooter-8686.html,Shooters
Captain Jack,"[""1/2 oz. Jack Daniel's Whiskey"", ""1 oz. Captain Morgan's Spiced Rum"", 'Beer (Coors Light)']",Pour ingredients in an iced shot glass and chase with a cold Coors Light.,https://www.barnonedrinks.com/drinks/c/captain-jack-9575.html,Shooters
Captain Louie,"[""1/2 oz. Captain Morgan's Spiced Rum"", '1/2 oz. Kahlua', '2 drop(s) Vanilla Extract']","Mix in order: Rum, drop, Kahlua, drop",https://www.barnonedrinks.com/drinks/c/captain-louie-1125.html,Shooters
Captain On Acid,"[""1/2 oz. Captain Morgan's Rum"", '1/2 oz. Blue Curacao', '2 oz. Pineapple Juice', '1/2 oz. Grenadine']","Mix Rum, Blue Curacao and Pineapple juice. Shake and strain into a shot glass. Layer grenadine at bottom of glass.",https://www.barnonedrinks.com/drinks/c/captain-on-acid-10512.html,Shooters
