Name,Ingredients,Making,Link,Base
Hot Buttered Rum,"['2 ounces rum', '1 tablespoon hot buttered rum batter', 'Boiling water', 'nutmeg', 'cinnamon stick']","Add the rum and batter into a mug.
Fill with boiling water and stir.
Garnish with freshly grated nutmeg and a cinnamon stick.
*Hot buttered rum batter: In a large mixing bowl, add 1 pound softened butter, 1 pound brown sugar, 1 pound white sugar, 1 tablespoon ground cinnamon and 1 teaspoon each ground clove and ground nutmeg. Stir to combine, then add 1 quart of lightly softened vanilla ice cream and stir again. Transfer to a container with a lid, seal and store in the freezer.",https://www.liquor.com/recipes/hot-buttered-rum/,N/A
Painkiller,"['2 ounces rum', '4 ounces pineapple juice', '1 ounce orange juice', '1 ounce cream of coconut', 'nutmeg', 'pineapple']","Add the rum, pineapple juice, orange juice and cream of coconut to a shaker with ice and shake vigorously but briefly to combine.
Strain into a hurricane glass or snifter over crushed ice.
Garnish with freshly grated nutmeg and a pineapple wedge.
Serve with a straw.",https://www.liquor.com/recipes/painkiller/,N/A
Queens Park Swizzle,"['8-10 mint leaves', '3/4 ounce simple syrup', '2 ounces demerara rum', '1 ounce lime juice, freshly squeezed', '4 dashes Angostura bitters, divided', 'Garnish: mint sprig']","Add the mint leaves and simple syrup into a Collins glass and gently muddle.
Add the rum, lime juice, and 2 dashes of bitters. Fill the glass nearly full with crushed or pebble ice and swizzle with a swizzle stick or bar spoon until frost forms on the outside of the glass.
Fill the glass with more crushed or pebble ice, mounding slightly above the top of the glass.
Top with 2 dashes bitters.
Garnish with a mint sprig.",https://www.liquor.com/queens-park-swizzle-cocktail-recipe-5649402,N/A
El Presidente,"['1 1/2 ounces rum', '3/4 ounce dry vermouth', '1/4 ounce orange curaçao', '2 dashes grenadine']","Add the white rum, dry vermouth, orange curaçao and grenadine to a mixing glass with ice and stir until well-chilled.
Strain into a chilled cocktail glass.",https://www.liquor.com/recipes/el-presidente/,N/A
Bushwacker,"['2 ounces rum', '1 ounce coffee liqueur', '1 ounce creme de cacao', '2 ounces whole milk', '1 ounce cream of coconut', 'nutmeg']","Add the dark rum, coffee liqueur, dark creme de cacao, whole milk, cream of coconut and a cup of ice into a blender and blend until combined and frothy.
Pour into a Hurricane glass.
Garnish with freshly grated nutmeg.",https://www.liquor.com/bushwacker-cocktail-recipe-5198246,Rum Cocktails
Banana Daiquiri,"['2 ounces rum', '1/2 ounce banana liqueur', '1 ounce lime juice', '1/4 ounce demerara syrup', 'banana slice']","Add the rum, banana liqueur, lime juice and demerara syrup into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe.
Garnish with a banana slice.",https://www.liquor.com/recipes/banana-daiquiri/,N/A
Hemingway Daiquiri,"['2 ounces rum', '1/2 ounce maraschino liqueur', '3/4 ounce lime juice', '1/2 ounce grapefruit juice', 'lime wheel']","Add the rum, maraschino liqueur, lime juice and grapefruit juice into a shaker with ice and shake until well-chilled.
Strain into a coupe glass.
Garnish with a lime wheel.",https://www.liquor.com/recipes/hemingway-daiquiri/,N/A
Strawberry Daiquiri,"['1 1/2 ounces rum', '1 ounce rich simple syrup', '3/4 ounce lime juice', '4 to 5 large strawberries', 'edible orchid']","Add the rum, rich simple syrup, lime juice and strawberries into a blender with 5 to 6 ice cubes and blend until smooth.
Pour into a Margarita glass or wine goblet.
Garnish with an optional edible orchid.",https://www.liquor.com/recipes/strawberry-daiquiri/,N/A
Daiquiri No. 6,"['1 1/2 ounces Bacardi Reserva Ocho rum', '1/4 ounce dark creme de cacao', '1 whole grapefruit, pitted and peeled', '3/4 ounce lime juice, freshly squeezed', '1 teaspoon granulated sugar', 'Garnish: smoked salt rim']","Prepare an Old Fashioned glass with a rim of smoked salt.
Add the Bacardí Ocho rum, dark creme de cacao, whole grapefruit, lime juice, and granulated sugar into a blender with 1 cup of cracked ice and blend until smooth.
Pour into the prepared Old Fashioned glass.",https://www.liquor.com/recipes/daiquiri-no-6/,N/A
Deadbeat Daiquiri,"['2 ounces Caña Brava 7-year-old grand reserve añeja rum', '1/2 ounce maraschino liqueur', '1/4 ounce Rhum Clément Mahina Coco liqueur', '4 whole lychee nuts, shelled (drained if canned)', '1 ounce lime juice, freshly squeezed', '1/2 ounce simple syrup', '1 dash Fee Brothers Aztec chocolate bitters', 'Garnish: edible orchid', 'Garnish: pineapple wedge']","Blend all of the ingredients in a blender with 1.5 cups crushed ice for up to 20 seconds until frappéd.
Pour, unstrained, into a Pearl Diver glass.
Garnish with an edible orchid and a pineapple wedge.",https://www.liquor.com/recipes/deadbeat-daiquiri/,N/A
Golden Glove,"['2 ounces rum', '1 teaspoon Cointreau', '1/2 ounce lime juice', '1 teaspoon sugar', 'lime half-wheel']","Add the rum, Cointreau, lime juice and sugar into a shaker with ice, and shake until well-chilled.
Strain into a rocks glass over fresh crushed ice.
Garnish with a lime half-wheel.",https://www.liquor.com/recipes/golden-glove/,N/A
White Lion,"['1 1/2 ounces Cotton & Reed white rum', '1/2 ounces Cotton & Reed allspice dram', '3/4 ounce lime juice, freshly squeezed', '1/2 ounce simple syrup']","Add all the ingredients to a shaker with ice and shake.
Strain into chilled cocktail glass.",https://www.liquor.com/recipes/white-lion/,N/A
Torrents of Summer,"['2 ounces Bacardí Maestro de Ron', '1/2 ounce Luxardo maraschino liqueur', '1/2 ounce ginger shrub', '1/2 ounce lime juice, freshly squeezed', '2 dashes Angostura bitters', 'Garnish: speared lime peel and cherry']","Add all ingredients into a shaker with ice and shake until well-chilled.
Fine-strain into a coupe glass.
Garnish with a speared lime peel and cherry.",https://www.liquor.com/recipes/torrents-of-summer/,N/A
Mango Brava Daiquiri,"['2 ounces mango-infused rum', '1/2 ounce lime juice, freshly squeezed', '1/2 ounce simple syrup', 'Garnish: lime wheel']","Add the mango-infused rum, lime juice and simple syrup to a shaker with ice and shake until well-chilled.
Double-strain into a chilled cocktail glass.
Garnish with a lime wheel.
Mango-infused rum: Add 8 ounces of Caña Brava rum (or another high quality white rum of your choice) to a jar, as well as 8 slices of dried mango. Seal and let stand in a cool, dark place for 24 hours, agitating every 8 or so hours. Strain infused rum through a cheese cloth into a clean container and store for up to two months.",https://www.liquor.com/recipes/mango-brava-daiquiri/,N/A
Rum Runner,"['1 ounce rum', '1 ounce rum', '1 ounce banana liqueur', '1/2 ounce blackberry liqueur', '2 ounces pineapple juice', '1 ounce lime juice', '1/2 ounce grenadine', 'cherry', 'pineapple']","Add the light rum, navy-strength rum, banana liqueur, blackberry liqueur, pineapple juice, lime juice and grenadine into a shaker with ice and shake until well-chilled.
Strain into a hurricane glass filled with crushed ice.
Garnish with a skewered brandied cherry and pineapple wedge.",https://www.liquor.com/rum-runner-cocktail-recipe-5196356,Rum Cocktails
Bahama Mama,"['1 ounce coconut rum', '1 ounce rum', '1/2 ounce coffee liqueur', '2 1/2 ounces pineapple juice', '3/4 ounce lemon juice', 'brandied cherry', 'pineapple']","Add the coconut rum, dark overproof rum, coffee liqueur, pineapple juice and lemon juice into a shaker with ice and shake until well-chilled.
Strain into a Collins or hurricane glass over fresh ice.
Garnish with a skewered brandied cherry and a pineapple wedge.",https://www.liquor.com/bahama-mama-cocktail-recipe-5186044,Rum Cocktails
Lincoln Club Cooler,"['1 1/2 ounces rum', '3 ounces ginger ale']",Add both ingredients into a Collins glass filled with ice and stir gently and briefly to combine.,https://www.liquor.com/lincoln-club-cooler-cocktail-recipe-5112486,Rum Cocktails
Unsafe at Any Speed,"['1 1/2 ounces rum', '3/4 ounce sambuca', '1/2 ounce liqueur', '1/4 ounce lemon juice', '1/2 ounce cream of coconut', '1/4 teaspoon matcha powder', '3 ounces water, chilled']","Add all ingredients except the sparkling water into a shaker and vigorously dry-shake (without ice).
Add ice and shake again until well-chilled.
Strain into a Collins glass over fresh ice.
Slowly pour a stream of the sparkling water into the center of the glass until the foam rises slightly above the rim of the glass.",https://www.liquor.com/unsafe-at-any-speed-cocktail-recipe-5111843,Rum Cocktails
Parisian Blonde,"['1 ounce rum', '1 ounce orange curaçao', '1 ounce heavy cream', 'nutmeg']","Add the rum, curaçao and cream into a shaker with ice and shake until well-chilled.
Strain into a chilled cocktail glass.
Garnish with freshly grated nutmeg.",https://www.liquor.com/parisian-blonde-cocktail-recipe-5091868,Rum Cocktails
Mai Kinda Gai,"['1 ounce rum', '1/2 ounce Cointreau', '3/4 ounce lime juice', '1/2 ounce spiced syrup', '1 ounce spiced rum']","Add the overproof rum, Cointreau, lime juice and spiced syrup into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over crushed ice.
Float the spiced rum over the top.
*Spiced syrup: Add 500 grams white granulated sugar, 500 grams light brown sugar, 10 grams ground cinnamon, 8 grams ground ginger, 6 grams ground nutmeg, 2 grams ground cloves and 500 grams water into a saucepan over medium heat and bring to a simmer. Once the mixture reaches a simmer, remove from heat, cover and allow to cool. Will keep, refrigerated in an airtight container, for up to 2 weeks.",https://www.liquor.com/mai-kinda-gai-cocktail-recipe-5089920,Rum Cocktails
Across the Pacific,"['1 ounce Appleton Reserve rum', '1/2 ounce Smith & Cross Jamaican rum', '1/2 ounce Averna amaro', '3/4 ounce lime juice, freshly squeezed', '3/4 ounce orgeat', 'Garnish: lime wheel', 'Garnish: grated nutmeg']","Add all ingredients into a shaker with one ice cube and shake until the ice melts and mixture is frothy.
Pour into a rocks glass filled with crushed ice.
Garnish with a lime wheel and grated nutmeg.",https://www.liquor.com/across-the-pacific-cocktail-recipe-5083941,Rum Cocktails
Island Oasis,"['2 ounces aged rum', '2 ounces coconut water', '1 ounce pineapple juice', '1 ounce pineapple shrub']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a double rocks glass over fresh ice.",https://www.liquor.com/island-oasis-cocktail-recipe-5077966,Rum Cocktails
Frozen Daiquiri,"['4 ounces rum', '1 1/2 ounces lime juice', '2 ounces simple syrup', '2 2 lime wheels']","Serves 2
Add all ingredients into a blender with a cup and a half of ice.
Pulse until mixed.
Divide between two coupes or Margarita glasses and garnish each with a lime wheel.",https://www.liquor.com/frozen-daiquiri-cocktail-recipe-5077630,Rum Cocktails
L’Alligator C’Est Vert,"['1 ounce Pernod absinthe', '1 ounce coconut milk', '1 ounce pandan syrup*', '1 whole egg', 'Garnish: grated nutmeg']","Add all ingredients into a shaker and dry-shake (without ice) vigorously.
Add ice and shake again until well-chilled.
Strain into a chilled fluted glass.
Garnish with grated nutmeg
*Pandan syrup: Slice 4 pandan leaves and add to a blender with 1 cup simple syrup. Add 2 drops pandan extract and 1/8 teaspoon salt. Stir to combine, then strain through a Superbag, cheesecloth or coffee filter into an airtight container and refrigerate.",https://www.liquor.com/alligator-cest-vert-cocktail-recipe-5076012,N/A
Singapura,"['1 1/2 ounces Monopolowa dry gin (or other citrus-forward gin)', '1/2 ounce Cherry Heering', '3/4 ounce pineapple juice', '1/2 ounce lime juice, freshly squeezed', '1/2 ounce orange juice', '1/2 ounce pandan syrup*', '2 dashes Angostura bitters', 'Garnish: pandan leaf']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a highball glass over fresh ice.
Garnish with a pandan leaf tucked down the side of the glass.
*Pandan syrup: Add 3 pandan leaves and 2 cups of water to a saucepan and let soak for 10 minutes. Add 2 cups of granulated sugar and bring to a summer over low heat, stirring until sugar is dissolved. Remove from heat and let cool, then refrigerate for at least 10 hours. Strain out the pandan leaves. Will keep, refrigerated in an airtight container, for up to one week.",https://www.liquor.com/singapura-cocktail-recipe-5076010,N/A
Pandan-Coconut Kaki-tail,"['1/2 ounce Ki No Bi gin (or other herbaceous dry gin)', '1/2 ounce Soho lychee liqueur', '2 1/2 ounces pandan syrup*', '2 1/2 ounces sweetened coconut milk syrup**', 'Garnish: pandan leaf, sliced']","Add the gin and lychee liqueur into a carafe and set aside.
Fill a Collins glass with finely shaved or very finely crushed ice.
Drizzle 1/3 of coconut milk syrup and pandan syrup onto ice.
Add more ice to top the cup again and repeat drizzling the syrups over the ice.
Add a final layer of ice to mound over the top of the glass to resemble a snow cone.
Drizzle with both syrups a final time.
Place a sliced pandan leaf in the top middle of the ice mound.
Slowly pour the gin and lychee liqueur mixture over the top in a circular motion.
Serve with a spoon and a straw.
*Pandan syrup: Add 3 1/2 cups frozen chopped pandan leaves, 2/3 cup granulated sugar, 1/4 cup water and 1 dash McCormick pandan extract to an airtight container. Cover and let sit overnight. Strain out leaves, being sure to extract maximum amount of liquid. Syrup will keep, refrigerated, for up to one week.
**Sweetened coconut milk syrup: Add 2 cups coconut milk, 1/3 cup granulated sugar and 1/8 teaspoon salt to a blender. Blend well to combine. Will keep, refrigerated in an airtight container, for up to one week.",https://www.liquor.com/pandan-coconut-kakitail-cocktail-recipe-5076004,N/A
Don Quixote,"['1 1/2 ounces Don Q Cristal rum', '1 ounce mango-pandan syrup*', '1/2 ounce lime juice, freshly squeezed', '1/2 ounce Appleton Estate 12 Year rum', 'Garnish: dehydrated lime wheel']","Add the Don Q rum, mango-pandan syrup and lime juice into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over crushed ice.
Float the Appleton Estate rum on top.
Garnish with the dehydrated lime wheel.
*Mango-pandan syrup: Add 1 1/2 cups sugar, 1 1/2 cups water and 3 pandan leaves to a small saucepan. Bring to a simmer and cook on low heat for 10 to 15 minutes. Remove from heat and let cool. Add 2 cups fresh or thawed mango puree. Transfer to an airtight container. Will keep, refrigerated, for up to one week.",https://www.liquor.com/don-quixote-cocktail-recipe-5076001,N/A
’Sinthe Wave,"['1 ounce Aalborg Taffel akvavit', '3/4 ounce Plantation 3 Stars rum', '1/4 ounce Pernod absinthe', '1 ounce pineapple juice', '1/2 ounce lime juice, freshly squeezed', '1/2 ounce coconut cream (equal parts Coco Lopez and sweetened coconut milk)', '1/2 ounce rich cinnamon syrup (2 parts sugar to 1 part water)', '7 drops pandan extract', 'Perrier sparkling water, to top']","Add all ingredients except the sparkling water into a shaker with a few pellets of pebble ice and whip shake.
Strain into a Collins glass.
Top with sparkling water until foam crests over the top of the glass.
Serve with a metal straw.",https://www.liquor.com/sinthe-wave-cocktail-recipe-5083416,N/A
